#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:hanta_S_aligned" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:hanta_S_aligned" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:hanta_S_aligned" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:hanta_S_aligned" spec="beast.base.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.hanta_S_aligned" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:hanta_S_aligned" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <parameter dimension="4" estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:hanta_S_aligned" name="distribution">
#            <parameter id="kappa.s:hanta_S_aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:hanta_S_aligned" name="distribution" x="@popSize.t:hanta_S_aligned">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@hanta_S_aligned" id="treeLikelihood.hanta_S_aligned" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:hanta_S_aligned">
#            <siteModel id="SiteModel.s:hanta_S_aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:hanta_S_aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:hanta_S_aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:hanta_S_aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:hanta_S_aligned" kappa="@kappa.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:hanta_S_aligned" id="estimatedFreqs.s:hanta_S_aligned" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:hanta_S_aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:hanta_S_aligned" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	popSize	CoalescentConstant
3249000	-85861.04563664597	-85211.9803757179	-649.0652609280729	-85211.9803757179	790.1394830534866	14421.683637446376	2.2333640577544225	0.32983164612401217	0.19073006886099644	0.1786751090749726	0.30076317594001883	4757.039736668718	-642.3031058448954
3250000	-85866.5285620038	-85218.03692328381	-648.4916387199896	-85218.03692328381	815.0966239366919	14443.761700784182	2.2333640577544225	0.32983164612401217	0.19073006886099644	0.1786751090749726	0.30076317594001883	3746.895348915871	-641.9681816174095
3251000	-85851.50152949766	-85202.55876578292	-648.942763714748	-85202.55876578292	842.2549994195115	14535.782313796746	2.2651385077084725	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	4404.369569465551	-642.249359486951
3252000	-85863.44174018863	-85216.20151882133	-647.2402213673005	-85216.20151882133	777.1209939702428	14140.330541617757	2.2651385077084725	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	3505.711534570478	-640.7750207661481
3253000	-85846.20198986505	-85198.13840110082	-648.0635887642296	-85198.13840110082	785.4347198479968	14372.427412903877	2.2651385077084725	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	3927.7144219412753	-641.4847239838671
3254000	-85850.42759855877	-85201.78611745722	-648.64148110155	-85201.78611745722	816.7110430176981	14316.565332148088	2.2651385077084725	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	3444.7479357383636	-642.1938232722218
3255000	-85863.79562152261	-85214.515667399	-649.279954123615	-85214.515667399	891.4685432491457	14458.538346973959	2.2651385077084725	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	3147.605038330434	-642.922505169563
3256000	-85865.21681498327	-85218.28425768463	-646.9325572986489	-85218.28425768463	752.318249880942	14102.066372031759	2.154654029617065	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	3866.71544675648	-640.412714014189
3257000	-85862.2684425986	-85214.35891865111	-647.9095239474829	-85214.35891865111	806.0803266973506	14257.073977983358	2.231990522923364	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	3581.858747429477	-641.4357869511151
3258000	-85856.46138685688	-85208.09063445003	-648.3707524068665	-85208.09063445003	828.8161805238356	14376.973325901574	2.231990522923364	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	3439.1740288435267	-641.9376659447041
3259000	-85847.56286880326	-85199.54370701108	-648.0191617921836	-85199.54370701108	792.9533990171752	14328.349815118765	2.1972665540635816	0.3301937951705072	0.19134903856198357	0.17881191958450862	0.2996452466830006	4276.132500390207	-641.381880737715
3260000	-85856.70841383644	-85209.50281472936	-647.2055991070749	-85209.50281472936	862.0064973608764	14360.228951503295	2.1972665540635816	0.3301937951705072	0.19134903856198357	0.18545422524684016	0.29300294102066904	3589.66516897552	-640.7854789376267
3261000	-85864.52333388003	-85215.82909431978	-648.6942395602549	-85215.82909431978	801.7909234289339	14480.871405558151	2.097870480618892	0.3301937951705072	0.19134903856198357	0.18545422524684016	0.29300294102066904	3783.3926789019524	-642.260858702992
3262000	-85871.60723071339	-85223.17126093636	-648.4359697770246	-85223.17126093636	812.9334115996202	14486.277626710204	2.097870480618892	0.3301937951705072	0.19134903856198357	0.18545422524684016	0.29300294102066904	3736.9215837095217	-642.0149478944227
3263000	-85853.38209040156	-85204.82234369885	-648.5597467027151	-85204.82234369885	809.6651957182735	14394.633235091314	2.097870480618892	0.3301937951705072	0.19134903856198357	0.18545422524684016	0.29300294102066904	3438.607960452245	-642.2219202598137
3264000	-85866.18245849697	-85219.60034851001	-646.5821099869709	-85219.60034851001	854.3588216525745	14338.259111657524	2.1353490105641084	0.3308795237249989	0.1931206221777912	0.18615028934495553	0.2898495647522543	3774.5850096006097	-640.1488363534477
3265000	-85878.12550912569	-85231.33629349337	-646.7892156323145	-85231.33629349337	763.1176209044093	14127.557908460607	2.1337230130305294	0.330320730295867	0.1910886234467172	0.1853075050085789	0.2932831412488368	4242.389777647146	-640.2246620849362
3266000	-85855.60007363802	-85207.31298808003	-648.287085558004	-85207.31298808003	825.9363360753017	14422.491404670254	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18447943502254993	0.2955922570365137	4170.216005267724	-641.7115322165922
3267000	-85858.91378284362	-85211.06057833934	-647.8532045042782	-85211.06057833934	831.325390262856	14454.608130300989	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	4004.4433929782513	-641.3058700044596
3268000	-85859.53054441695	-85212.27960791101	-647.2509365059384	-85212.27960791101	858.2697842087968	14392.609092767758	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	3819.035833817062	-640.7510086077128
3269000	-85855.6069099527	-85207.00158060163	-648.6053293510606	-85207.00158060163	829.4894086143408	14428.580507160423	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	4750.944321267039	-641.8870560413063
3270000	-85862.00216411664	-85212.14129866552	-649.8608654511143	-85212.14129866552	826.2623577692793	14345.784317906617	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	3045.664439058345	-643.5872164601791
3271000	-85864.07774939216	-85213.68061634524	-650.3971330469249	-85213.68061634524	833.4045287858362	14402.307123202694	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	5325.871792748993	-643.5646267247918
3272000	-85856.5093685902	-85207.92923594004	-648.5801326501604	-85207.92923594004	805.2750093832178	14485.106082818105	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	4105.133568386862	-642.007964462821
3273000	-85858.0874547163	-85210.42448385623	-647.6629708600716	-85210.42448385623	783.6492911697179	14254.393080587946	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	3658.2780998740304	-641.2060483808873
3274000	-85842.16755560352	-85194.54133865761	-647.6262169459119	-85194.54133865761	819.2974387270573	14349.01565531176	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	3883.354347766129	-641.1095877361514
3275000	-85856.29323775052	-85206.14008618408	-650.1531515664437	-85206.14008618408	793.635101817157	14442.054537135815	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	4945.878077777066	-643.3946671413307
3276000	-85861.44267294205	-85213.01349202551	-648.4291809165513	-85213.01349202551	788.0379136085851	14298.336244376333	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	3668.211585227954	-641.969546772745
3277000	-85858.36475093257	-85210.39351509299	-647.9712358395727	-85210.39351509299	825.9530521717937	14343.147712924158	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	4425.332775229867	-641.3239604535092
3278000	-85855.93833469796	-85207.38164602626	-648.5566886717032	-85207.38164602626	797.6491189403157	14308.467279922384	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	3570.9974148087354	-642.123913820042
3279000	-85858.26484953641	-85209.87199221295	-648.3928573234592	-85209.87199221295	805.5868136215914	14456.472722856804	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	4019.697984066964	-641.8417206450025
3280000	-85861.30933382825	-85213.35541932024	-647.9539145080107	-85213.35541932024	837.6166247354831	14388.185797178805	2.167431054028002	0.3305552970470259	0.18937301089391034	0.18249945161148323	0.2975722404475804	4266.086305705717	-641.3432877501159
3281000	-85857.58287489974	-85209.94564533622	-647.6372295635213	-85209.94564533622	847.703875063487	14521.872583155542	2.167431054028002	0.32576953632486805	0.1941587716160682	0.18249945161148323	0.2975722404475804	3762.8108232646327	-641.1832547921456
3282000	-85865.13491540104	-85216.48820339705	-648.6467120039874	-85216.48820339705	841.0455571727898	14704.635725520115	2.167431054028002	0.32576953632486805	0.1941587716160682	0.18249945161148323	0.2975722404475804	4176.211633425551	-642.0884989423106
3283000	-85860.87638271503	-85212.5556637251	-648.3207189899198	-85212.5556637251	816.9106866352773	14427.860446418932	2.116354467059134	0.3264975612358009	0.19225583756280912	0.18777833887070228	0.2934682623306877	3529.598094439268	-641.9719674365386
3284000	-85866.00030755845	-85218.04737691102	-647.9529306474342	-85218.04737691102	774.6969208150538	14274.289121403135	2.116354467059134	0.3264975612358009	0.19225583756280912	0.18777833887070228	0.2934682623306877	4316.413821839317	-641.4029381805792
3285000	-85856.22946673157	-85207.88189180716	-648.3475749244093	-85207.88189180716	786.6206959048152	14350.840355291653	2.116354467059134	0.3222652913454575	0.19225583756280912	0.18777833887070228	0.2977005322210311	3887.3622267589126	-641.906090056703
3286000	-85863.8312365837	-85215.85465611723	-647.9765804664727	-85215.85465611723	807.9554648756397	14437.550184476026	2.1690219463581664	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	4313.086395537822	-641.3861817212886
3287000	-85857.38508326006	-85208.63798532616	-648.7470979338952	-85208.63798532616	817.7682032045594	14444.571705039503	2.1690219463581664	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	3799.3900611783256	-642.2835123939686
3288000	-85853.23518557868	-85205.22032457111	-648.0148610075697	-85205.22032457111	800.6787108882228	14312.87099490619	2.1690219463581664	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	3633.216973463882	-641.5959975368742
3289000	-85855.71062067228	-85206.37240079815	-649.3382198741334	-85206.37240079815	811.7276650460243	14540.899910390744	2.1690219463581664	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	3888.0761748107966	-642.8515603991468
3290000	-85862.5758092375	-85213.75052300366	-648.8252862338451	-85213.75052300366	822.1972488721756	14532.82804136967	2.1690219463581664	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	3758.470833564192	-642.3725290560728
3291000	-85864.47329338168	-85216.54865440774	-647.9246389739412	-85216.54865440774	813.2171236267501	14307.735584527878	2.1690219463581664	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	4491.428124512614	-641.2937232586462
3292000	-85867.92805100053	-85220.67112400846	-647.2569269920768	-85220.67112400846	833.9415124971495	14308.605263621626	2.074201826301437	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	4320.432984272179	-640.702429423769
3293000	-85867.2358887915	-85218.83445205273	-648.4014367387713	-85218.83445205273	838.4843339193014	14505.646313580384	2.074201826301437	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	4369.095983293499	-641.8357386766421
3294000	-85860.99276938253	-85212.25502267243	-648.7377467101007	-85212.25502267243	767.937640960603	14455.089762681875	2.074201826301437	0.32222162565397755	0.1893718043435124	0.18650012233768395	0.3019064476648261	3661.406588156983	-642.3487573795794
3295000	-85867.07021144658	-85220.17364725462	-646.8965641919629	-85220.17364725462	844.949846808351	14402.7642442386	2.146402314861382	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	3678.606044476002	-640.4420779062127
3296000	-85874.67036658626	-85227.16767185624	-647.5026947300263	-85227.16767185624	779.4089000363069	14265.87311279022	2.146402314861382	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4006.3878579638276	-640.9628522806162
3297000	-85851.35513733348	-85202.93654397412	-648.4185933593492	-85202.93654397412	820.381532590547	14604.460131021608	2.242690195066214	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	3830.8734546535957	-641.8856827747106
3298000	-85857.09739837018	-85208.98893493919	-648.1084634309988	-85208.98893493919	815.6565858028429	14381.475963047093	2.242690195066214	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4474.575695285353	-641.4202341490618
3299000	-85856.12883430759	-85208.27016790172	-647.8586664058724	-85208.27016790172	849.3794035029583	14532.510164154282	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	3728.743342580229	-641.3965922419164
3300000	-85860.40785731372	-85212.84409234852	-647.563764965211	-85212.84409234852	832.150947945958	14379.557106525626	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4184.764457274718	-640.986311652924
3301000	-85869.35759713029	-85222.00939815822	-647.3481989720756	-85222.00939815822	773.0978876306706	14287.5099401364	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4062.4118713448624	-640.8004192253223
3302000	-85862.35992185163	-85213.43723483811	-648.9226870135185	-85213.43723483811	818.9843660081731	14457.40358855598	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	3511.240500464101	-642.5207147270028
3303000	-85857.57859226376	-85209.76490628568	-647.813685978076	-85209.76490628568	811.7234923621488	14398.667581314112	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4109.745486002018	-641.2543219844922
3304000	-85855.59086274775	-85207.39768478696	-648.1931779607798	-85207.39768478696	848.2148609305779	14391.790703767398	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	3595.317300114056	-641.7675428194556
3305000	-85854.62612931369	-85206.3349200992	-648.2912092144954	-85206.3349200992	778.6011421237084	14364.163321483975	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4050.5918078868353	-641.746343326108
3306000	-85860.4471231885	-85212.12499471671	-648.3221284717887	-85212.12499471671	805.3438551054019	14384.428337002968	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4501.194704085049	-641.6717827279118
3307000	-85859.08678359735	-85209.91948805745	-649.1672955399025	-85209.91948805745	810.6005387517125	14535.729213527531	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4523.175183090446	-642.5120784260026
3308000	-85857.82839213106	-85208.43562603096	-649.392766100108	-85208.43562603096	777.3891362632685	14288.398816789277	2.1313709136746586	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4976.583945887019	-642.6420195065471
3309000	-85862.16459755102	-85214.06269861324	-648.1018989377801	-85214.06269861324	758.980522131249	14189.466134633483	2.211824135122841	0.3218359414159882	0.18580559868184762	0.18484867304470642	0.3075097868574578	4460.189930393208	-641.4289811154055
3310000	-85857.62924678366	-85210.4363886928	-647.1928580908638	-85210.4363886928	817.7892215764084	14338.474420404673	2.1350336065455093	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	3857.5537519545423	-640.7264373246318
3311000	-85851.40113333394	-85202.42804815056	-648.9730851833821	-85202.42804815056	772.5768849718974	14336.676017824104	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	4608.69118642453	-642.2880190025005
3312000	-85856.79863649119	-85208.19673033152	-648.6019061596809	-85208.19673033152	797.9582354722152	14462.035324568264	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	3923.9066102291636	-642.0776961462143
3313000	-85851.94827182776	-85203.45433460365	-648.4939372241023	-85203.45433460365	856.347897662124	14524.968911990505	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	4002.401069136901	-641.949920504104
3314000	-85850.21319878845	-85202.19252142642	-648.0206773620325	-85202.19252142642	850.7498804994684	14410.244899615547	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	3895.527759607992	-641.5037259235161
3315000	-85855.91043760756	-85207.5260480565	-648.3843895510519	-85207.5260480565	844.6811905439286	14475.09981460615	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	4242.387851739474	-641.7821409960677
3316000	-85863.7301754225	-85216.1718882944	-647.5582871281085	-85216.1718882944	883.626731383146	14463.681592398194	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	3818.4082852090883	-641.0613311999072
3317000	-85852.47619419271	-85203.41398685766	-649.0622073350537	-85203.41398685766	797.8775746973896	14546.513056872636	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	3843.9204127642297	-642.5585922767533
3318000	-85856.46398777099	-85207.97706832466	-648.4869194463275	-85207.97706832466	794.9510988173203	14234.285376757249	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	4669.891444814457	-641.7886613484562
3319000	-85852.01544539351	-85203.78432335061	-648.2311220429016	-85203.78432335061	832.1749184493963	14473.019734973199	2.238523917598449	0.32254277332117265	0.18962801771611357	0.18611379659097088	0.3017154123717429	3579.7412467803456	-641.7987092508544
3320000	-85856.5511389855	-85209.63312227289	-646.9180167126069	-85209.63312227289	866.3169568792739	14391.979990900243	2.1429883329177626	0.3234056333750123	0.1947602035406891	0.18793872004605586	0.2938954430382428	4028.4640105963626	-640.4437170261522
3321000	-85859.24318772035	-85210.01423570105	-649.2289520192971	-85210.01423570105	813.5611642139465	14633.745408552048	2.1429883329177626	0.3234056333750123	0.1947602035406891	0.18793872004605586	0.2938954430382428	4387.989034953988	-642.6691664538005
3322000	-85859.3622651423	-85209.98030569908	-649.3819594432235	-85209.98030569908	810.4240177774057	14581.307846114612	2.1429883329177626	0.3234056333750123	0.1947602035406891	0.18793872004605586	0.2938954430382428	4191.8276834285425	-642.8679080811443
3323000	-85869.81529318173	-85221.89240344745	-647.9228897342881	-85221.89240344745	790.939245577588	14377.927633912068	2.1949549141839118	0.3234056333750123	0.1947602035406891	0.18793872004605586	0.2938954430382428	3801.687760243125	-641.4860326895977
3324000	-85872.63935999642	-85222.99576605632	-649.6435939400983	-85222.99576605632	817.0753996722258	14517.514274966607	2.1949549141839118	0.3234056333750123	0.1947602035406891	0.18793872004605586	0.2938954430382428	4613.289892720471	-643.013240765809
