rodent_record_id,study_id,eventDate,taxonRank,genus,scientificName,locality,country,verbatimLocality,coordinate_resolution,decimalLatitude,decimalLongitude,individualCount,trapEffort,trapEffortResolution
6235,35,2017,species,Sorex,Sorex araneus,"Qingzha Port, Wenchang City",China,NA,port,21.7278,108.5887,0,NA,NA
6236,35,2017,species,Apodemus,Apodemus agrarius,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,0,NA,NA
6237,35,2017,species,Mus,Mus musculus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,0,NA,NA
6238,35,2017,species,Rattus,Rattus norvegicus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,5,NA,NA
6239,35,2017,species,Rattus,Rattus flavipectus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,2,NA,NA
6240,35,2017,species,Sorex,Sorex araneus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,0,NA,NA
6241,35,2017,species,Apodemus,Apodemus agrarius,"Meilan District, Haikou City",China,NA,district,19.999,110.403,0,NA,NA
6242,35,2017,species,Mus,Mus musculus,"Meilan District, Haikou City",China,NA,district,19.999,110.403,0,NA,NA
6243,35,2017,species,Rattus,Rattus norvegicus,"Meilan District, Haikou City",China,NA,district,19.999,110.403,2,NA,NA
6244,35,2017,species,Rattus,Rattus flavipectus,"Meilan District, Haikou City",China,NA,district,19.999,110.403,0,NA,NA
6245,35,2017,species,Sorex,Sorex araneus,"Meilan District, Haikou City",China,NA,district,19.999,110.403,0,NA,NA
6246,35,2017,species,Apodemus,Apodemus agrarius,"Yangpu Port, Danzhou City",China,NA,port,19.7291,109.2036,0,NA,NA
6247,35,2017,species,Mus,Mus musculus,"Yangpu Port, Danzhou City",China,NA,port,19.7291,109.2036,0,NA,NA
6248,35,2017,species,Rattus,Rattus norvegicus,"Yangpu Port, Danzhou City",China,NA,port,19.7291,109.2036,3,NA,NA
6249,35,2017,species,Rattus,Rattus flavipectus,"Yangpu Port, Danzhou City",China,NA,port,19.7291,109.2036,0,NA,NA
6250,35,2017,species,Sorex,Sorex araneus,"Yangpu Port, Danzhou City",China,NA,port,19.7291,109.2036,0,NA,NA
6251,35,2017,species,Apodemus,Apodemus agrarius,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6252,35,2017,species,Mus,Mus musculus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6253,35,2017,species,Rattus,Rattus norvegicus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,4,NA,NA
6254,35,2017,species,Rattus,Rattus flavipectus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6255,35,2017,species,Sorex,Sorex araneus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6256,35,2018,species,Apodemus,Apodemus agrarius,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6257,35,2018,species,Mus,Mus musculus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6258,35,2018,species,Rattus,Rattus norvegicus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,4,NA,NA
6259,35,2018,species,Rattus,Rattus flavipectus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,1,NA,NA
6260,35,2018,species,Sorex,Sorex araneus,"Basuo Port, Donfang City",China,NA,port,19.0967,108.62,0,NA,NA
6261,35,2018,species,Apodemus,Apodemus agrarius,"Xisha Islands, Sansha City",China,NA,island,16.6667,112.3333,0,NA,NA
6262,35,2018,species,Mus,Mus musculus,"Xisha Islands, Sansha City",China,NA,island,16.6667,112.3333,0,NA,NA
6263,35,2018,species,Rattus,Rattus norvegicus,"Xisha Islands, Sansha City",China,NA,island,16.6667,112.3333,2,NA,NA
6264,35,2018,species,Rattus,Rattus flavipectus,"Xisha Islands, Sansha City",China,NA,island,16.6667,112.3333,0,NA,NA
6265,35,2018,species,Sorex,Sorex araneus,"Xisha Islands, Sansha City",China,NA,island,16.6667,112.3333,0,NA,NA
6266,35,2018,species,Apodemus,Apodemus agrarius,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,0,NA,NA
6267,35,2018,species,Mus,Mus musculus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,0,NA,NA
6268,35,2018,species,Rattus,Rattus norvegicus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,3,NA,NA
6269,35,2018,species,Rattus,Rattus flavipectus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,2,NA,NA
6270,35,2018,species,Sorex,Sorex araneus,"Yongxing Island, Sansha City",China,NA,island,16.831,112.3386,0,NA,NA
6271,36,2011-2012,species,Aethomys,Aethomys stannarius,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6272,36,2011-2012,species,Arvicanthis,Arvicanthis niloticus,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6273,36,2011-2012,species,Gerbilliscus,Gerbilliscus kempi,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6274,36,2011-2012,species,Hylomyscus,Hylomyscus pamfi,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,3,NA,NA
6275,36,2011-2012,species,Lemniscomys,Lemniscomys striatus,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6276,36,2011-2012,species,Lophuromys,Lophuromys sikapusi,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,1,NA,NA
6277,36,2011-2012,species,Mastomys,Mastomys erythroleucus,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6278,36,2011-2012,species,Mastomys,Mastomys natalensis,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,99,NA,NA
6279,36,2011-2012,species,Mus,Mus baoulei,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,6,NA,NA
6280,36,2011-2012,species,Mus,Mus minutoides,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,12,NA,NA
6281,36,2011-2012,species,Mus,Mus musculoides,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6282,36,2011-2012,species,Mus,Mus setulosus,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,6,NA,NA
6283,36,2011-2012,species,Praomys,Praomys daltoni,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,12,NA,NA
6284,36,2011-2012,species,Praomys,Praomys jacksoni,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6285,36,2011-2012,species,Praomys,Praomys misonnei,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6286,36,2011-2012,species,Rattus,Rattus rattus,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6287,36,2011-2012,species,Uranomys,Uranomys ruddi,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6288,36,2011-2012,genus,Crocidura,NA,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,14,NA,NA
6289,36,2011-2012,species,Erinaceus,Erinaceus albiventris,Abogboro,Nigeria,rural houses/sylvatic,village,7.5439,4.5131,0,NA,NA
6290,36,2011-2012,species,Aethomys,Aethomys stannarius,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6291,36,2011-2012,species,Arvicanthis,Arvicanthis niloticus,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6292,36,2011-2012,species,Gerbilliscus,Gerbilliscus kempi,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6293,36,2011-2012,species,Hylomyscus,Hylomyscus pamfi,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,2,NA,NA
6294,36,2011-2012,species,Lemniscomys,Lemniscomys striatus,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6295,36,2011-2012,species,Lophuromys,Lophuromys sikapusi,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6296,36,2011-2012,species,Mastomys,Mastomys erythroleucus,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6297,36,2011-2012,species,Mastomys,Mastomys natalensis,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,7,NA,NA
6298,36,2011-2012,species,Mus,Mus baoulei,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,4,NA,NA
6299,36,2011-2012,species,Mus,Mus minutoides,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6300,36,2011-2012,species,Mus,Mus musculoides,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6301,36,2011-2012,species,Mus,Mus setulosus,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,9,NA,NA
6302,36,2011-2012,species,Praomys,Praomys daltoni,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6303,36,2011-2012,species,Praomys,Praomys jacksoni,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6304,36,2011-2012,species,Praomys,Praomys misonnei,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,1,NA,NA
6305,36,2011-2012,species,Rattus,Rattus rattus,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6306,36,2011-2012,species,Uranomys,Uranomys ruddi,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6307,36,2011-2012,genus,Crocidura,NA,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,4,NA,NA
6308,36,2011-2012,species,Erinaceus,Erinaceus albiventris,Kako,Nigeria,rural houses/sylvatic,village,7.6906,4.6194,0,NA,NA
6309,36,2011-2012,species,Aethomys,Aethomys stannarius,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6310,36,2011-2012,species,Arvicanthis,Arvicanthis niloticus,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6311,36,2011-2012,species,Gerbilliscus,Gerbilliscus kempi,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6312,36,2011-2012,species,Hylomyscus,Hylomyscus pamfi,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6313,36,2011-2012,species,Lemniscomys,Lemniscomys striatus,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6314,36,2011-2012,species,Lophuromys,Lophuromys sikapusi,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,1,NA,NA
6315,36,2011-2012,species,Mastomys,Mastomys erythroleucus,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6316,36,2011-2012,species,Mastomys,Mastomys natalensis,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,13,NA,NA
6317,36,2011-2012,species,Mus,Mus baoulei,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6318,36,2011-2012,species,Mus,Mus minutoides,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,1,NA,NA
6319,36,2011-2012,species,Mus,Mus musculoides,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6320,36,2011-2012,species,Mus,Mus setulosus,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6321,36,2011-2012,species,Praomys,Praomys daltoni,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,2,NA,NA
6322,36,2011-2012,species,Praomys,Praomys jacksoni,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6323,36,2011-2012,species,Praomys,Praomys misonnei,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6324,36,2011-2012,species,Rattus,Rattus rattus,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6325,36,2011-2012,species,Uranomys,Uranomys ruddi,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6326,36,2011-2012,genus,Crocidura,NA,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,3,NA,NA
6327,36,2011-2012,species,Erinaceus,Erinaceus albiventris,Esira,Nigeria,rural houses/sylvatic,village,7.7013,4.6554,0,NA,NA
6328,36,2011-2012,species,Aethomys,Aethomys stannarius,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6329,36,2011-2012,species,Arvicanthis,Arvicanthis niloticus,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6330,36,2011-2012,species,Gerbilliscus,Gerbilliscus kempi,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6331,36,2011-2012,species,Hylomyscus,Hylomyscus pamfi,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6332,36,2011-2012,species,Lemniscomys,Lemniscomys striatus,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6333,36,2011-2012,species,Lophuromys,Lophuromys sikapusi,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6334,36,2011-2012,species,Mastomys,Mastomys erythroleucus,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6335,36,2011-2012,species,Mastomys,Mastomys natalensis,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6336,36,2011-2012,species,Mus,Mus baoulei,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,5,NA,NA
6337,36,2011-2012,species,Mus,Mus minutoides,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6338,36,2011-2012,species,Mus,Mus musculoides,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6339,36,2011-2012,species,Mus,Mus setulosus,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6340,36,2011-2012,species,Praomys,Praomys daltoni,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6341,36,2011-2012,species,Praomys,Praomys jacksoni,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6342,36,2011-2012,species,Praomys,Praomys misonnei,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6343,36,2011-2012,species,Rattus,Rattus rattus,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,3,NA,NA
6344,36,2011-2012,species,Uranomys,Uranomys ruddi,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6345,36,2011-2012,genus,Crocidura,NA,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6346,36,2011-2012,species,Erinaceus,Erinaceus albiventris,Ilobu,Nigeria,rural houses/sylvatic,village,7.8731,4.5265,0,NA,NA
6347,36,2011-2012,species,Aethomys,Aethomys stannarius,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6348,36,2011-2012,species,Arvicanthis,Arvicanthis niloticus,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6349,36,2011-2012,species,Gerbilliscus,Gerbilliscus kempi,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6350,36,2011-2012,species,Hylomyscus,Hylomyscus pamfi,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6351,36,2011-2012,species,Lemniscomys,Lemniscomys striatus,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6352,36,2011-2012,species,Lophuromys,Lophuromys sikapusi,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,2,NA,NA
6353,36,2011-2012,species,Mastomys,Mastomys erythroleucus,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6354,36,2011-2012,species,Mastomys,Mastomys natalensis,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,29,NA,NA
6355,36,2011-2012,species,Mus,Mus baoulei,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6356,36,2011-2012,species,Mus,Mus minutoides,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,1,NA,NA
6357,36,2011-2012,species,Mus,Mus musculoides,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6358,36,2011-2012,species,Mus,Mus setulosus,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,1,NA,NA
6359,36,2011-2012,species,Praomys,Praomys daltoni,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,126,NA,NA
6360,36,2011-2012,species,Praomys,Praomys jacksoni,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6361,36,2011-2012,species,Praomys,Praomys misonnei,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6362,36,2011-2012,species,Rattus,Rattus rattus,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,1,NA,NA
6363,36,2011-2012,species,Uranomys,Uranomys ruddi,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,1,NA,NA
6364,36,2011-2012,genus,Crocidura,NA,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,19,NA,NA
6365,36,2011-2012,species,Erinaceus,Erinaceus albiventris,Eguare Egoro,Nigeria,rural houses/sylvatic,village,6.773,6.0924,0,NA,NA
6366,36,2012,species,Aethomys,Aethomys stannarius,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6367,36,2012,species,Arvicanthis,Arvicanthis niloticus,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,1,NA,NA
6368,36,2012,species,Gerbilliscus,Gerbilliscus kempi,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6369,36,2012,species,Hylomyscus,Hylomyscus pamfi,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6370,36,2012,species,Lemniscomys,Lemniscomys striatus,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6371,36,2012,species,Lophuromys,Lophuromys sikapusi,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,2,NA,NA
6372,36,2012,species,Mastomys,Mastomys erythroleucus,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,2,NA,NA
6373,36,2012,species,Mastomys,Mastomys natalensis,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,36,NA,NA
6374,36,2012,species,Mus,Mus baoulei,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6375,36,2012,species,Mus,Mus minutoides,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,3,NA,NA
6376,36,2012,species,Mus,Mus musculoides,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6377,36,2012,species,Mus,Mus setulosus,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6378,36,2012,species,Praomys,Praomys daltoni,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,47,NA,NA
6379,36,2012,species,Praomys,Praomys jacksoni,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6380,36,2012,species,Praomys,Praomys misonnei,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6381,36,2012,species,Rattus,Rattus rattus,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,3,NA,NA
6382,36,2012,species,Uranomys,Uranomys ruddi,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6383,36,2012,genus,Crocidura,NA,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,69,NA,NA
6384,36,2012,species,Erinaceus,Erinaceus albiventris,Ekpoma,Nigeria,urban houses,city,6.7414,6.1049,0,NA,NA
6385,36,2011-2012,species,Aethomys,Aethomys stannarius,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6386,36,2011-2012,species,Arvicanthis,Arvicanthis niloticus,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,3,NA,NA
6387,36,2011-2012,species,Gerbilliscus,Gerbilliscus kempi,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6388,36,2011-2012,species,Hylomyscus,Hylomyscus pamfi,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6389,36,2011-2012,species,Lemniscomys,Lemniscomys striatus,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6390,36,2011-2012,species,Lophuromys,Lophuromys sikapusi,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6391,36,2011-2012,species,Mastomys,Mastomys erythroleucus,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6392,36,2011-2012,species,Mastomys,Mastomys natalensis,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,31,NA,NA
6393,36,2011-2012,species,Mus,Mus baoulei,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6394,36,2011-2012,species,Mus,Mus minutoides,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6395,36,2011-2012,species,Mus,Mus musculoides,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6396,36,2011-2012,species,Mus,Mus setulosus,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6397,36,2011-2012,species,Praomys,Praomys daltoni,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6398,36,2011-2012,species,Praomys,Praomys jacksoni,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6399,36,2011-2012,species,Praomys,Praomys misonnei,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6400,36,2011-2012,species,Rattus,Rattus rattus,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6401,36,2011-2012,species,Uranomys,Uranomys ruddi,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,0,NA,NA
6402,36,2011-2012,genus,Crocidura,NA,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,4,NA,NA
6403,36,2011-2012,species,Erinaceus,Erinaceus albiventris,Mayo Ranewo,Nigeria,urban houses,village,8.8242,10.9209,1,NA,NA
6404,36,2011-2012,species,Aethomys,Aethomys stannarius,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6405,36,2011-2012,species,Arvicanthis,Arvicanthis niloticus,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6406,36,2011-2012,species,Gerbilliscus,Gerbilliscus kempi,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6407,36,2011-2012,species,Hylomyscus,Hylomyscus pamfi,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6408,36,2011-2012,species,Lemniscomys,Lemniscomys striatus,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6409,36,2011-2012,species,Lophuromys,Lophuromys sikapusi,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6410,36,2011-2012,species,Mastomys,Mastomys erythroleucus,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6411,36,2011-2012,species,Mastomys,Mastomys natalensis,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,24,NA,NA
6412,36,2011-2012,species,Mus,Mus baoulei,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6413,36,2011-2012,species,Mus,Mus minutoides,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6414,36,2011-2012,species,Mus,Mus musculoides,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,0,NA,NA
6415,36,2011-2012,species,Mus,Mus setulosus,Ngel Nyaki,Nigeria,urban houses,village,7.0919,11.0856,1,NA,NA
